ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000130066	6303	SAT1	spermidine/spermine N1-acetyltransferase 1
ENSG00000130119	54552	GNL3L	G protein nucleolar 3 like
ENSG00000130147	23677	SH3BP4	SH3 domain binding protein 4
ENSG00000130150	158747	MOSPD2	motile sperm domain containing 2
ENSG00000130158	57572	DOCK6	dedicator of cytokinesis 6
ENSG00000130159	51295	ECSIT	ECSIT signalling integrator
ENSG00000130164	3949	LDLR	low density lipoprotein receptor
ENSG00000130165	84337	ELOF1	elongation factor 1 homolog
ENSG00000130167	26526	TSPAN16	tetraspanin 16
ENSG00000130173	55908	ANGPTL8	angiopoietin like 8
ENSG00000130175	5589	PRKCSH	protein kinase C substrate 80K-H
ENSG00000130176	1264	CNN1	calponin 1
ENSG00000130177	8881	CDC16	cell division cycle 16
ENSG00000130182	84891	ZSCAN10	zinc finger and SCAN domain containing 10
ENSG00000130193	51337	THEM6	thioesterase superfamily member 6
ENSG00000130201	90332	EXOC3L2	exocyst complex component 3 like 2
ENSG00000130202	5819	NECTIN2	nectin cell adhesion molecule 2
ENSG00000130203	348	APOE	apolipoprotein E
ENSG00000130204	10452	TOMM40	translocase of outer mitochondrial membrane 40
ENSG00000130208	341	APOC1	apolipoprotein C1
ENSG00000130222	10912	GADD45G	growth arrest and DNA damage inducible gamma
ENSG00000130224	57631	LRCH2	leucine rich repeats and calponin homology domain containing 2
ENSG00000130226	1804	DPP6	dipeptidyl peptidase like 6
ENSG00000130227	23039	XPO7	exportin 7
ENSG00000130234	59272	ACE2	angiotensin I converting enzyme 2
ENSG00000130244	147965	FAM98C	family with sequence similarity 98 member C
ENSG00000130254	9667	SAFB2	scaffold attachment factor B2
ENSG00000130255	25873	RPL36	ribosomal protein L36
ENSG00000130270	148229	ATP8B3	ATPase phospholipid transporting 8B3
ENSG00000130283	2657	GDF1	growth differentiation factor 1
ENSG00000130287	1463	NCAN	neurocan
ENSG00000130294	547	KIF1A	kinesin family member 1A
ENSG00000130299	84705	GTPBP3	GTP binding protein 3 (mitochondrial)
ENSG00000130300	83483	PLVAP	plasmalemma vesicle associated protein
ENSG00000130303	684	BST2	bone marrow stromal cell antigen 2
ENSG00000130304	376497	SLC27A1	solute carrier family 27 member 1
ENSG00000130305	55695	NSUN5	NOP2/Sun RNA methyltransferase family member 5
ENSG00000130307	83878	USHBP1	USH1 protein network component harmonin binding protein 1
ENSG00000130309	79709	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ENSG00000130311	79016	DDA1	DET1 and DDB1 associated 1
ENSG00000130312	64981	MRPL34	mitochondrial ribosomal protein L34
ENSG00000130313	25796	PGLS	6-phosphogluconolactonase
ENSG00000130332	51690	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000130338	56995	TULP4	tubby like protein 4
ENSG00000130340	51429	SNX9	sorting nexin 9
ENSG00000130347	84816	RTN4IP1	reticulon 4 interacting protein 1
ENSG00000130348	55278	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
ENSG00000130349	51250	C6orf203	chromosome 6 open reading frame 203
ENSG00000130363	83861	RSPH3	radial spoke 3 homolog
ENSG00000130368	4142	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
ENSG00000130377	81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2
ENSG00000130382	4298	MLLT1	MLLT1, super elongation complex subunit
ENSG00000130383	2527	FUT5	fucosyltransferase 5
ENSG00000130385	9210	BMP15	bone morphogenetic protein 15
ENSG00000130396	4301	AFDN	afadin, adherens junction formation factor
ENSG00000130402	81	ACTN4	actinin alpha 4
ENSG00000130413	65975	STK33	serine/threonine kinase 33
ENSG00000130414	4705	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
ENSG00000130427	2056	EPO	erythropoietin
ENSG00000130429	10095	ARPC1B	actin related protein 2/3 complex subunit 1B
ENSG00000130433	59285	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
ENSG00000130449	57688	ZSWIM6	zinc finger SWIM-type containing 6
ENSG00000130475	23149	FCHO1	FCH domain only 1
ENSG00000130477	23025	UNC13A	unc-13 homolog A
ENSG00000130479	55201	MAP1S	microtubule associated protein 1S
ENSG00000130487	113730	KLHDC7B	kelch domain containing 7B
ENSG00000130489	9997	SCO2	SCO2, cytochrome c oxidase assembly protein
ENSG00000130508	7837	PXDN	peroxidasin
ENSG00000130511	170463	SSBP4	single stranded DNA binding protein 4
ENSG00000130513	9518	GDF15	growth differentiation factor 15
ENSG00000130517	54858	PGPEP1	pyroglutamyl-peptidase I
ENSG00000130518	80726	KIAA1683	KIAA1683
ENSG00000130520	25804	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000130522	3727	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
ENSG00000130528	3270	HRC	histidine rich calcium binding protein
ENSG00000130529	54795	TRPM4	transient receptor potential cation channel subfamily M member 4
ENSG00000130538	81061	OR11H1	olfactory receptor family 11 subfamily H member 1
ENSG00000130540	25830	SULT4A1	sulfotransferase family 4A member 1
ENSG00000130544	79230	ZNF557	zinc finger protein 557
ENSG00000130545	92359	CRB3	crumbs 3, cell polarity complex component
ENSG00000130558	10439	OLFM1	olfactomedin 1
ENSG00000130559	157922	CAMSAP1	calmodulin regulated spectrin associated protein 1
ENSG00000130560	10422	UBAC1	UBA domain containing 1
ENSG00000130561	6295	SAG	S-antigen visual arrestin
ENSG00000130584	140685	ZBTB46	zinc finger and BTB domain containing 46
ENSG00000130589	85441	HELZ2	helicase with zinc finger 2
ENSG00000130590	140700	SAMD10	sterile alpha motif domain containing 10
ENSG00000130592	4046	LSP1	lymphocyte-specific protein 1
ENSG00000130595	7140	TNNT3	troponin T3, fast skeletal type
ENSG00000130598	7136	TNNI2	troponin I2, fast skeletal type
ENSG00000130600	283120	H19	H19, imprinted maternally expressed transcript (non-protein coding)
ENSG00000130612	22952	CYP2G1P	cytochrome P450 family 2 subfamily G member 1, pseudogene
ENSG00000130635	1289	COL5A1	collagen type V alpha 1 chain
ENSG00000130638	25814	ATXN10	ataxin 10
ENSG00000130640	10844	TUBGCP2	tubulin gamma complex associated protein 2
ENSG00000130643	50632	CALY	calcyon neuron specific vesicular protein
ENSG00000130649	1571	CYP2E1	cytochrome P450 family 2 subfamily E member 1
ENSG00000130653	375775	PNPLA7	patatin like phospholipase domain containing 7
ENSG00000130656	3050	HBZ	hemoglobin subunit zeta
ENSG00000130669	10298	PAK4	p21 (RAC1) activated kinase 4
ENSG00000130675	3110	MNX1	motor neuron and pancreas homeobox 1
ENSG00000130684	26152	ZNF337	zinc finger protein 337
ENSG00000130695	64793	CEP85	centrosomal protein 85
ENSG00000130699	6874	TAF4	TATA-box binding protein associated factor 4
ENSG00000130700	140628	GATA5	GATA binding protein 5
ENSG00000130701	140893	RBBP8NL	RBBP8 N-terminal like
ENSG00000130702	3911	LAMA5	laminin subunit alpha 5
ENSG00000130703	9885	OSBPL2	oxysterol binding protein like 2
ENSG00000130706	11047	ADRM1	adhesion regulating molecule 1
ENSG00000130707	445	ASS1	argininosuccinate synthase 1
ENSG00000130711	59335	PRDM12	PR/SET domain 12
ENSG00000130713	23404	EXOSC2	exosome component 2
ENSG00000130714	10585	POMT1	protein O-mannosyltransferase 1
ENSG00000130717	83549	UCK1	uridine-cytidine kinase 1
ENSG00000130720	84929	FIBCD1	fibrinogen C domain containing 1
ENSG00000130723	84726	PRRC2B	proline rich coiled-coil 2B
ENSG00000130724	27243	CHMP2A	charged multivesicular body protein 2A
ENSG00000130725	9040	UBE2M	ubiquitin conjugating enzyme E2 M
ENSG00000130726	10155	TRIM28	tripartite motif containing 28
ENSG00000130731	84326	METTL26	methyltransferase like 26
ENSG00000130733	78992	YIPF2	Yip1 domain family member 2
ENSG00000130734	84971	ATG4D	autophagy related 4D cysteine peptidase
ENSG00000130741	1968	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma
ENSG00000130748	54958	TMEM160	transmembrane protein 160
ENSG00000130749	23211	ZC3H4	zinc finger CCCH-type containing 4
ENSG00000130751	4861	NPAS1	neuronal PAS domain protein 1
ENSG00000130755	9535	GMFG	glia maturation factor gamma
ENSG00000130758	4294	MAP3K10	mitogen-activated protein kinase kinase kinase 10
ENSG00000130762	27237	ARHGEF16	Rho guanine nucleotide exchange factor 16
ENSG00000130764	57470	LRRC47	leucine rich repeat containing 47
ENSG00000130766	83667	SESN2	sestrin 2
ENSG00000130768	27293	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
ENSG00000130770	93974	ATPIF1	ATPase inhibitory factor 1
ENSG00000130772	54797	MED18	mediator complex subunit 18
ENSG00000130775	9473	THEMIS2	thymocyte selection associated family member 2
ENSG00000130779	6249	CLIP1	CAP-Gly domain containing linker protein 1
ENSG00000130783	84660	CCDC62	coiled-coil domain containing 62
ENSG00000130787	9026	HIP1R	huntingtin interacting protein 1 related
ENSG00000130803	57693	ZNF317	zinc finger protein 317
ENSG00000130810	56342	PPAN	peter pan homolog (Drosophila)
ENSG00000130811	8666	EIF3G	eukaryotic translation initiation factor 3 subunit G
ENSG00000130812	83854	ANGPTL6	angiopoietin like 6
ENSG00000130813	55337	C19orf66	chromosome 19 open reading frame 66
ENSG00000130816	1786	DNMT1	DNA methyltransferase 1
ENSG00000130818	79088	ZNF426	zinc finger protein 426
ENSG00000130821	6535	SLC6A8	solute carrier family 6 member 8
ENSG00000130822	139728	PNCK	pregnancy up-regulated nonubiquitous CaM kinase
ENSG00000130826	1736	DKC1	dyskerin pseudouridine synthase 1
ENSG00000130827	55558	PLXNA3	plexin A3
ENSG00000130829	1852	DUSP9	dual specificity phosphatase 9
ENSG00000130830	4354	MPP1	membrane palmitoylated protein 1
ENSG00000130844	55422	ZNF331	zinc finger protein 331
ENSG00000130856	7776	ZNF236	zinc finger protein 236
ENSG00000130876	56301	SLC7A10	solute carrier family 7 member 10
ENSG00000130881	4037	LRP3	LDL receptor related protein 3
ENSG00000130921	91574	C12orf65	chromosome 12 open reading frame 65
ENSG00000130935	25926	NOL11	nucleolar protein 11
ENSG00000130939	10277	UBE4B	ubiquitination factor E4B
ENSG00000130940	54897	CASZ1	castor zinc finger 1
ENSG00000130943	10343	PKDREJ	polycystin family receptor for egg jelly
ENSG00000130948	3293	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
ENSG00000130950	54754	NUTM2F	NUT family member 2F
ENSG00000130956	22927	HABP4	hyaluronan binding protein 4
ENSG00000130957	8789	FBP2	fructose-bisphosphatase 2
ENSG00000130958	11046	SLC35D2	solute carrier family 35 member D2
ENSG00000130962	5638	PRRG1	proline rich and Gla domain 1
ENSG00000130985	7317	UBA1	ubiquitin like modifier activating enzyme 1
ENSG00000130988	9104	RGN	regucalcin
ENSG00000130997	353497	POLN	DNA polymerase nu
ENSG00000131002	246126	TXLNGY	taxilin gamma pseudogene, Y-linked
ENSG00000131007	83864	TTTY9A	testis-specific transcript, Y-linked 9A (non-protein coding)
ENSG00000131013	85313	PPIL4	peptidylprolyl isomerase like 4
ENSG00000131015	80328	ULBP2	UL16 binding protein 2
ENSG00000131016	9590	AKAP12	A-kinase anchoring protein 12
ENSG00000131018	23345	SYNE1	spectrin repeat containing nuclear envelope protein 1
ENSG00000131019	79465	ULBP3	UL16 binding protein 3
ENSG00000131023	9113	LATS1	large tumor suppressor kinase 1
ENSG00000131037	54869	EPS8L1	EPS8 like 1
ENSG00000131042	10288	LILRB2	leukocyte immunoglobulin like receptor B2
ENSG00000131043	25980	AAR2	AAR2 splicing factor homolog
ENSG00000131044	164395	TTLL9	tubulin tyrosine ligase like 9
ENSG00000131050	140683	BPIFA2	BPI fold containing family A member 2
ENSG00000131051	9584	RBM39	RNA binding motif protein 39
ENSG00000131055	84701	COX4I2	cytochrome c oxidase subunit 4I2
ENSG00000131059	128861	BPIFA3	BPI fold containing family A member 3
ENSG00000131061	84905	ZNF341	zinc finger protein 341
ENSG00000131067	2686	GGT7	gamma-glutamyltransferase 7
ENSG00000131068	117285	DEFB118	defensin beta 118
ENSG00000131069	55902	ACSS2	acyl-CoA synthetase short-chain family member 2
ENSG00000131080	60401	EDA2R	ectodysplasin A2 receptor
ENSG00000131089	23229	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
ENSG00000131094	10882	C1QL1	complement C1q like 1
ENSG00000131095	2670	GFAP	glial fibrillary acidic protein
ENSG00000131096	5697	PYY	peptide YY
ENSG00000131097	51751	HIGD1B	HIG1 hypoxia inducible domain family member 1B
ENSG00000131100	529	ATP6V1E1	ATPase H+ transporting V1 subunit E1
ENSG00000131115	7770	ZNF227	zinc finger protein 227
ENSG00000131116	126299	ZNF428	zinc finger protein 428
ENSG00000131126	83639	TEX101	testis expressed 101
ENSG00000131127	7700	ZNF141	zinc finger protein 141
ENSG00000131142	6370	CCL25	C-C motif chemokine ligand 25
ENSG00000131143	1327	COX4I1	cytochrome c oxidase subunit 4I1
ENSG00000131148	10328	EMC8	ER membrane protein complex subunit 8
ENSG00000131149	23199	GSE1	Gse1 coiled-coil protein
ENSG00000131153	51659	GINS2	GINS complex subunit 2
ENSG00000131165	5119	CHMP1A	charged multivesicular body protein 1A
ENSG00000131171	6451	SH3BGRL	SH3 domain binding glutamate rich protein like
ENSG00000131174	1349	COX7B	cytochrome c oxidase subunit 7B
ENSG00000131183	6569	SLC34A1	solute carrier family 34 member 1
ENSG00000131187	2161	F12	coagulation factor XII
ENSG00000131188	80758	PRR7	proline rich 7, synaptic
ENSG00000131196	4772	NFATC1	nuclear factor of activated T-cells 1
ENSG00000131203	3620	IDO1	indoleamine 2,3-dioxygenase 1
ENSG00000131233	81025	GJA9	gap junction protein alpha 9
ENSG00000131236	10487	CAP1	adenylate cyclase associated protein 1
ENSG00000131238	5538	PPT1	palmitoyl-protein thioesterase 1
ENSG00000131242	84440	RAB11FIP4	RAB11 family interacting protein 4
ENSG00000131263	51132	RLIM	ring finger protein, LIM domain interacting
ENSG00000131264	1046	CDX4	caudal type homeobox 4
ENSG00000131269	22	ABCB7	ATP binding cassette subfamily B member 7
ENSG00000131323	7187	TRAF3	TNF receptor associated factor 3
ENSG00000131351	93323	HAUS8	HAUS augmin like complex subunit 8
ENSG00000131355	84658	ADGRE3	adhesion G protein-coupled receptor E3
ENSG00000131368	64432	MRPS25	mitochondrial ribosomal protein S25
ENSG00000131370	9467	SH3BP5	SH3 domain binding protein 5
ENSG00000131373	26061	HACL1	2-hydroxyacyl-CoA lyase 1
ENSG00000131374	9779	TBC1D5	TBC1 domain family member 5
ENSG00000131375	23473	CAPN7	calpain 7
ENSG00000131378	23180	RFTN1	raftlin, lipid raft linker 1
ENSG00000131379	84077	C3orf20	chromosome 3 open reading frame 20
ENSG00000131381	64145	RBSN	rabenosyn, RAB effector
ENSG00000131386	117248	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
ENSG00000131389	6533	SLC6A6	solute carrier family 6 member 6
ENSG00000131398	3748	KCNC3	potassium voltage-gated channel subfamily C member 3
ENSG00000131400	9476	NAPSA	napsin A aspartic peptidase
ENSG00000131401	256236	NAPSB	napsin B aspartic peptidase, pseudogene
ENSG00000131408	7376	NR1H2	nuclear receptor subfamily 1 group H member 2
ENSG00000131409	94030	LRRC4B	leucine rich repeat containing 4B
ENSG00000131435	8572	PDLIM4	PDZ and LIM domain 4
ENSG00000131437	11127	KIF3A	kinesin family member 3A
ENSG00000131446	4245	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
ENSG00000131459	9945	GFPT2	glutamine-fructose-6-phosphate transaminase 2
ENSG00000131462	7283	TUBG1	tubulin gamma 1
ENSG00000131467	10197	PSME3	proteasome activator subunit 3
ENSG00000131469	6155	RPL27	ribosomal protein L27
ENSG00000131470	29893	PSMC3IP	PSMC3 interacting protein
ENSG00000131471	8639	AOC3	amine oxidase, copper containing 3
ENSG00000131473	47	ACLY	ATP citrate lyase
ENSG00000131475	84313	VPS25	vacuolar protein sorting 25 homolog
ENSG00000131477	10266	RAMP2	receptor activity modifying protein 2
ENSG00000131480	314	AOC2	amine oxidase, copper containing 2
ENSG00000131482	2538	G6PC	glucose-6-phosphatase catalytic subunit
ENSG00000131495	4695	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
ENSG00000131503	54882	ANKHD1	ankyrin repeat and KH domain containing 1
ENSG00000131504	1729	DIAPH1	diaphanous related formin 1
ENSG00000131507	80762	NDFIP1	Nedd4 family interacting protein 1
ENSG00000131508	7322	UBE2D2	ubiquitin conjugating enzyme E2 D2
ENSG00000131538	84672	TTTY6	testis-specific transcript, Y-linked 6 (non-protein coding)
ENSG00000131548	84672	TTTY6	testis-specific transcript, Y-linked 6 (non-protein coding)
ENSG00000131558	60412	EXOC4	exocyst complex component 4
ENSG00000131584	116983	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
ENSG00000131591	54991	C1orf159	chromosome 1 open reading frame 159
ENSG00000131620	55107	ANO1	anoctamin 1
ENSG00000131626	8500	PPFIA1	PTPRF interacting protein alpha 1
ENSG00000131634	79652	TMEM204	transmembrane protein 204
ENSG00000131650	79412	KREMEN2	kringle containing transmembrane protein 2
ENSG00000131652	79228	THOC6	THO complex 6
ENSG00000131653	84231	TRAF7	TNF receptor associated factor 7
ENSG00000131668	56033	BARX1	BARX homeobox 1
ENSG00000131669	4814	NINJ1	ninjurin 1
ENSG00000131686	765	CA6	carbonic anhydrase 6
ENSG00000131697	261734	NPHP4	nephrocystin 4
ENSG00000131711	4131	MAP1B	microtubule associated protein 1B
ENSG00000131721	84528	RHOXF2	Rhox homeobox family member 2
ENSG00000131724	3597	IL13RA1	interleukin 13 receptor subunit alpha 1
ENSG00000131725	54521	WDR44	WD repeat domain 44
ENSG00000131730	1160	CKMT2	creatine kinase, mitochondrial 2
ENSG00000131732	84240	ZCCHC9	zinc finger CCHC-type containing 9
ENSG00000131737	3885	KRT34	keratin 34
ENSG00000131738	3884	KRT33B	keratin 33B
ENSG00000131746	84951	TNS4	tensin 4
ENSG00000131747	7153	TOP2A	topoisomerase (DNA) II alpha
ENSG00000131748	10948	STARD3	StAR related lipid transfer domain containing 3
ENSG00000131759	5914	RARA	retinoic acid receptor alpha
ENSG00000131771	84152	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
ENSG00000131773	10656	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
ENSG00000131778	9557	CHD1L	chromodomain helicase DNA binding protein 1 like
ENSG00000131779	8799	PEX11B	peroxisomal biogenesis factor 11 beta
ENSG00000131781	2330	FMO5	flavin containing monooxygenase 5
ENSG00000131788	10401	PIAS3	protein inhibitor of activated STAT 3
ENSG00000131791	5565	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
ENSG00000131797	100132341	CLUHP3	clustered mitochondria homolog pseudogene 3
ENSG00000131808	2488	FSHB	follicle stimulating hormone beta subunit
ENSG00000131828	5160	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
ENSG00000131831	10742	RAI2	retinoic acid induced 2
ENSG00000131844	64087	MCCC2	methylcrotonoyl-CoA carboxylase 2
ENSG00000131845	57343	ZNF304	zinc finger protein 304
ENSG00000131848	79149	ZSCAN5A	zinc finger and SCAN domain containing 5A
ENSG00000131849	7691	ZNF132	zinc finger protein 132
ENSG00000131864	57663	USP29	ubiquitin specific peptidase 29
ENSG00000131871	55829	SELENOS	selenoprotein S
ENSG00000131873	22856	CHSY1	chondroitin sulfate synthase 1
ENSG00000131876	6627	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
ENSG00000131899	3996	LLGL1	LLGL1, scribble cell polarity complex component
ENSG00000131910	8431	NR0B2	nuclear receptor subfamily 0 group B member 2
ENSG00000131914	79727	LIN28A	lin-28 homolog A
ENSG00000131931	55145	THAP1	THAP domain containing 1
ENSG00000131941	85415	RHPN2	rhophilin Rho GTPase binding protein 2
ENSG00000131943	83636	C19orf12	chromosome 19 open reading frame 12
ENSG00000131944	91442	FAAP24	Fanconi anemia core complex associated protein 24
ENSG00000131951	341883	LRRC9	leucine rich repeat containing 9
